States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year
Maharashtra,6.2 - Other places related to work,2014,18,0,48,48,48,0,0,0,0,1,0,29,11,40,3,44,22,360,40,0,0,400,2,11,1,0,1,0,10,10,387
Maharashtra,6.3 - In Public Transport system,2014,9,0,8,8,8,0,0,0,0,0,0,8,4,12,1,13,4,64,12,0,0,76,0,3,0,0,0,0,3,3,73
Maharashtra,6.4 - in Other Places,2014,1082,1,1508,1509,1516,0,0,0,7,4,5,974,588,1562,27,1605,986,9583,1562,0,2,11143,121,622,2,48,50,12,560,572,10400
Maharashtra,7 - Cruelty by Husband or his Relatives (Section 498A),2014,3188,407,7289,7696,7696,2,0,5,49,90,21,4608,2907,7515,111,7786,3091,55595,7515,7,6,63097,985,4738,1,112,113,109,4516,4625,57374
Maharashtra,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Maharashtra,9 - Abetment of Suicides of Women u/s 306 IPC,2014,187,2,984,986,986,0,0,0,0,0,2,426,201,627,9,638,535,4999,627,0,0,5626,1,564,28,46,74,10,480,490,5061
Maharashtra,"10 - Dowry Prohibition Act, 1961",2014,10,0,39,39,39,0,0,0,0,0,0,25,10,35,0,35,14,314,35,0,0,349,4,35,0,14,14,0,21,21,310
Maharashtra,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,57,0,1,0,0,0,0,1,1,56
Maharashtra,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,"13 - Protection of Women from Domestic Violence Act, 2005",2014,3,0,4,4,4,0,0,0,0,0,0,2,1,3,0,3,4,18,3,0,0,21,0,0,0,0,0,0,0,0,21
Maharashtra,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,90,0,202,202,327,0,0,0,0,0,0,120,61,181,3,184,108,994,181,0,0,1175,2,64,18,22,40,1,23,24,1109
Maharashtra,14.1 - Under ITP Section 5,2014,44,0,79,79,149,0,0,0,0,0,0,42,29,71,3,74,49,264,71,0,0,335,2,9,1,2,3,0,6,6,324
Maharashtra,14.2 - Under ITP Section 6,2014,2,0,5,5,22,0,0,0,0,0,0,2,2,4,0,4,3,10,4,0,0,14,0,1,0,0,0,0,1,1,13
Maharashtra,14.3 - Under ITP Section 7,2014,14,0,33,33,50,0,0,0,0,0,0,19,12,31,0,31,16,278,31,0,0,309,0,8,0,2,2,1,5,6,301
Maharashtra,14.4 - Under ITP Section 8,2014,0,0,7,7,7,0,0,0,0,0,0,5,0,5,0,5,2,33,5,0,0,38,0,1,0,0,0,0,1,1,37
Maharashtra,14.5 - Other Sections under ITP Act,2014,30,0,78,78,99,0,0,0,0,0,0,52,18,70,0,70,38,409,70,0,0,479,0,45,17,18,35,0,10,10,434
Maharashtra,15 - Total Crimes against Women,2014,10100,550,26143,26693,27013,4,2,13,346,637,122,15047,7728,22775,507,24387,12387,129878,22775,9,11,152633,1492,10445,105,818,923,322,9200,9522,140696
Manipur,1 - Rape (Section 376 IPC),2014,268,0,75,75,75,0,0,0,0,0,0,20,21,41,15,56,287,85,41,0,0,126,0,7,1,2,3,0,4,4,119
Manipur,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,1.2 - Rape other than Custodial,2014,268,0,75,75,75,0,0,0,0,0,0,20,21,41,15,56,287,85,41,0,0,126,0,7,1,2,3,0,4,4,119
Manipur,1.2.1 - Rape_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,1.2.2 - Rape_Others,2014,268,0,75,75,75,0,0,0,0,0,0,20,21,41,15,56,287,85,41,0,0,126,0,7,1,2,3,0,4,4,119
Manipur,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,488,0,121,121,128,0,0,0,0,0,0,8,2,10,64,74,535,22,10,0,0,32,1,4,0,1,1,0,3,3,27
Manipur,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,488,0,102,102,104,0,0,0,0,0,0,8,2,10,64,74,516,22,10,0,0,32,1,4,0,1,1,0,3,3,27
Manipur,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,12,12,17,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,4 - Dowry Deaths (Section 304-B IPC),2014,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,239,0,98,98,106,0,0,0,0,0,0,6,9,15,37,52,285,23,15,0,0,38,0,2,0,0,0,0,2,2,36
Manipur,5.1 - Sexual Harassment,2014,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Manipur,5.2 - Assault on women with intent to Disrobe,2014,2,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,5.4 - Stalking,2014,2,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Manipur,5.5 - Others,2014,235,0,87,87,91,0,0,0,0,0,0,4,9,13,37,50,272,22,13,0,0,35,0,2,0,0,0,0,2,2,33
Manipur,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,6.4 - in Other Places,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,7 - Cruelty by Husband or his Relatives (Section 498A),2014,170,0,41,41,42,0,0,0,0,0,0,2,3,5,13,18,193,13,5,0,0,18,0,0,0,0,0,0,0,0,18
Manipur,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,15 - Total Crimes against Women,2014,1167,0,337,337,353,0,0,0,0,0,0,36,35,71,129,200,1304,143,71,0,0,214,1,13,1,3,4,0,9,9,200
Meghalaya,1 - Rape (Section 376 IPC),2014,372,0,118,118,118,0,0,1,1,0,0,70,69,139,23,163,326,806,139,0,0,945,0,18,1,11,12,1,5,6,927
Meghalaya,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,1.2 - Rape other than Custodial,2014,372,0,118,118,118,0,0,1,1,0,0,70,69,139,23,163,326,806,139,0,0,945,0,18,1,11,12,1,5,6,927
Meghalaya,1.2.1 - Rape_Gang Rape,2014,0,0,3,3,3,0,0,0,0,0,0,2,0,2,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Meghalaya,1.2.2 - Rape_Others,2014,372,0,115,115,115,0,0,1,1,0,0,68,69,137,23,161,325,806,137,0,0,943,0,18,1,11,12,1,5,6,925
Meghalaya,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,26,26,26,0,0,0,0,0,0,18,0,18,0,18,8,0,18,0,0,18,0,0,0,0,0,0,0,0,18
Meghalaya,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,133,0,38,38,46,0,0,1,0,0,0,9,13,22,14,36,134,68,22,0,0,90,0,0,0,0,0,0,0,0,90
Meghalaya,3.1 - Kidnaping & Abduction Section 363 IPC,2014,34,0,9,9,12,0,0,0,0,0,0,6,7,13,5,18,25,15,13,0,0,28,0,0,0,0,0,0,0,0,28
Meghalaya,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,79,0,9,9,10,0,0,1,0,0,0,0,2,2,5,7,80,39,2,0,0,41,0,0,0,0,0,0,0,0,41
Meghalaya,3.5 - Kidnapping & Abduction of Women-Other,2014,20,0,19,19,23,0,0,0,0,0,0,3,4,7,4,11,28,14,7,0,0,21,0,0,0,0,0,0,0,0,21
Meghalaya,4 - Dowry Deaths (Section 304-B IPC),2014,6,0,1,1,1,0,0,0,0,0,0,1,1,2,1,3,4,7,2,0,0,9,0,0,0,0,0,0,0,0,9
Meghalaya,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,140,0,105,105,105,0,0,0,1,0,0,54,18,72,15,88,157,302,72,0,0,374,1,6,1,0,1,3,2,5,367
Meghalaya,5.1 - Sexual Harassment,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,5.2 - Assault on women with intent to Disrobe,2014,0,0,10,10,10,0,0,0,1,0,0,4,0,4,2,7,3,32,4,0,0,36,0,0,0,0,0,0,0,0,36
Meghalaya,5.3 - Voyeurism,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Meghalaya,5.4 - Stalking,2014,0,0,4,4,4,0,0,0,0,0,0,4,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4
Meghalaya,5.5 - Others,2014,140,0,90,90,90,0,0,0,0,0,0,45,18,63,13,76,154,270,63,0,0,333,1,6,1,0,1,3,2,5,326
Meghalaya,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,18,0,54,54,56,0,0,0,0,0,0,26,1,27,4,31,41,4,27,0,1,30,1,0,0,0,0,0,0,0,29
Meghalaya,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,6.4 - in Other Places,2014,18,0,54,54,56,0,0,0,0,0,0,26,1,27,4,31,41,4,27,0,1,30,1,0,0,0,0,0,0,0,29
Meghalaya,7 - Cruelty by Husband or his Relatives (Section 498A),2014,58,0,42,42,42,0,0,0,1,0,0,16,16,32,7,40,60,60,32,0,0,92,1,1,0,0,0,1,0,1,90
Meghalaya,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
Meghalaya,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"10 - Dowry Prohibition Act, 1961",2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,6,0,3,3,3,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,14.1 - Under ITP Section 5,2014,6,0,3,3,3,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,15 - Total Crimes against Women,2014,733,0,388,388,398,0,0,2,3,0,0,194,118,312,66,381,738,1249,312,0,1,1560,3,25,2,11,13,5,7,12,1532
Mizoram,1 - Rape (Section 376 IPC),2014,44,0,120,120,122,0,0,0,0,0,0,66,40,106,0,106,58,139,106,0,0,245,0,54,4,37,41,3,10,13,191
Mizoram,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,1.2 - Rape other than Custodial,2014,44,0,120,120,122,0,0,0,0,0,0,66,40,106,0,106,58,139,106,0,0,245,0,54,4,37,41,3,10,13,191
Mizoram,1.2.1 - Rape_Gang Rape,2014,0,0,7,7,7,0,0,0,0,0,0,5,0,5,0,5,2,0,5,0,0,5,0,0,0,0,0,0,0,0,5
Mizoram,1.2.2 - Rape_Others,2014,44,0,113,113,115,0,0,0,0,0,0,61,40,101,0,101,56,139,101,0,0,240,0,54,4,37,41,3,10,13,186
Mizoram,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,0,0,3,3,3,0,0,0,0,0,0,2,0,2,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Mizoram,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Mizoram,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Mizoram,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,20,0,97,97,102,0,0,0,0,0,0,78,20,98,0,98,19,71,98,1,0,168,1,109,32,62,94,7,8,15,58
Mizoram,5.1 - Sexual Harassment,2014,1,0,53,53,53,0,0,0,0,0,0,44,1,45,0,45,9,30,45,1,0,74,1,35,13,18,31,4,0,4,38
Mizoram,5.2 - Assault on women with intent to Disrobe,2014,19,0,12,12,12,0,0,0,0,0,0,9,19,28,0,28,3,34,28,0,0,62,0,50,4,39,43,1,6,7,12
Mizoram,5.3 - Voyeurism,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,7,2,0,0,9,0,7,0,5,5,0,2,2,2
Mizoram,5.4 - Stalking,2014,0,0,6,6,6,0,0,0,0,0,0,6,0,6,0,6,0,0,6,0,0,6,0,4,4,0,4,0,0,0,2
Mizoram,5.5 - Others,2014,0,0,24,24,29,0,0,0,0,0,0,17,0,17,0,17,7,0,17,0,0,17,0,13,11,0,11,2,0,2,4
Mizoram,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,29,29,29,0,0,0,0,0,0,28,0,28,0,28,1,12,28,0,0,40,0,0,0,0,0,0,0,0,40
Mizoram,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,6.2 - Other places related to work,2014,0,0,29,29,29,0,0,0,0,0,0,28,0,28,0,28,1,12,28,0,0,40,0,0,0,0,0,0,0,0,40
Mizoram,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,6.4 - in Other Places,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,7 - Cruelty by Husband or his Relatives (Section 498A),2014,0,0,8,8,8,0,0,0,0,0,0,6,0,6,0,6,2,4,6,0,0,10,0,5,3,1,4,1,0,1,5
Mizoram,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,15 - Total Crimes against Women,2014,64,0,258,258,265,0,0,0,0,0,0,180,60,240,0,240,82,226,240,1,0,465,1,168,39,100,139,11,18,29,296
Nagaland,1 - Rape (Section 376 IPC),2014,13,0,30,30,32,0,0,0,0,0,0,18,8,26,6,32,11,19,26,0,0,45,1,18,6,8,14,0,4,4,26
Nagaland,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
Nagaland,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
Nagaland,1.2 - Rape other than Custodial,2014,13,0,30,30,32,0,0,0,0,0,0,18,8,26,6,32,11,17,26,0,0,43,1,18,6,8,14,0,4,4,24
